sensor_ID,utc_time,utc_date,channel_1_output,channel_2_output,channel_3_output,calculated_vi_1,calculated_vi_2
CCL_AC000259,162239.4,070515,0.05170,0.40500,0.10480,0.77400,0.58900
CCL_AC000304,162239.4,070515,0.05410,0.51120,0.10980,0.80900,3.65800
CCL_AC000259,162239.4,070515,0.05180,0.40090,0.09620,0.77100,0.61300
CCL_AC000304,162239.4,070515,0.05330,0.49240,0.09780,0.80500,4.03700
CCL_AC000259,162239.6,070515,0.05230,0.40550,0.09380,0.77200,0.62400
CCL_AC000304,162239.6,070515,0.05540,0.49950,0.10150,0.80000,3.91900
CCL_AC000259,162239.6,070515,0.05230,0.42080,0.10240,0.77900,0.60800
CCL_AC000304,162239.6,070515,0.05620,0.50850,0.09850,0.80100,4.16300
CCL_AC000259,162239.6,070515,0.05280,0.43220,0.10120,0.78200,0.62000
CCL_AC000304,162239.6,070515,0.05980,0.53520,0.11630,0.79900,3.60200
CCL_AC000259,162239.8,070515,0.05430,0.42770,0.11440,0.77500,0.57800
CCL_AC000304,162239.8,070515,0.06010,0.55970,0.13170,0.80600,3.24900
CCL_AC000259,162239.8,070515,0.05430,0.41930,0.10850,0.77100,0.58900
CCL_AC000304,162239.8,070515,0.05760,0.55210,0.12670,0.81100,3.35800
CCL_AC000259,162240.0,070515,0.05360,0.40840,0.10510,0.76800,0.59100
CCL_AC000304,162240.0,070515,0.05550,0.52950,0.10930,0.81000,3.84300
CCL_AC000259,162240.0,070515,0.05360,0.39990,0.10460,0.76400,0.58500
CCL_AC000304,162240.0,070515,0.05310,0.50130,0.10070,0.80800,3.97600
CCL_AC000259,162240.2,070515,0.05270,0.39950,0.10090,0.76700,0.59700
CCL_AC000304,162240.2,070515,0.05310,0.50290,0.10020,0.80900,4.01600
CCL_AC000259,162240.4,070515,0.05150,0.40170,0.09680,0.77300,0.61200
CCL_AC000304,162240.4,070515,0.05450,0.51080,0.10320,0.80700,3.95000
CCL_AC000259,162240.4,070515,0.05260,0.42650,0.10810,0.78000,0.59600
CCL_AC000304,162240.4,070515,0.05520,0.50450,0.09970,0.80300,4.05900
CCL_AC000259,162240.4,070515,0.05790,0.48260,0.11880,0.78600,0.60500
CCL_AC000304,162240.4,070515,0.05550,0.50270,0.10720,0.80100,3.68800
CCL_AC000259,162240.6,070515,0.05600,0.48700,0.11790,0.79400,0.61000
CCL_AC000304,162240.6,070515,0.05630,0.50730,0.10420,0.80000,3.86900
CCL_AC000259,162240.6,070515,0.05420,0.46410,0.10990,0.79100,0.61700
CCL_AC000304,162240.6,070515,0.05330,0.50450,0.10770,0.80900,3.68500
CCL_AC000259,162240.8,070515,0.05250,0.44530,0.10510,0.78900,0.61800
CCL_AC000304,162240.8,070515,0.05590,0.53150,0.11850,0.81000,3.48600
CCL_AC000259,162240.8,070515,0.05460,0.43820,0.10920,0.77900,0.60100
CCL_AC000304,162240.8,070515,0.05590,0.55490,0.11820,0.81700,3.69600
CCL_AC000259,162241.0,070515,0.05500,0.43000,0.10970,0.77300,0.59300
CCL_AC000304,162241.0,070515,0.05560,0.54210,0.11490,0.81400,3.71900
CCL_AC000259,162241.0,070515,0.05240,0.40990,0.10280,0.77300,0.59900
CCL_AC000304,162241.0,070515,0.05430,0.52330,0.11170,0.81200,3.68300
CCL_AC000259,162241.2,070515,0.05120,0.40860,0.10630,0.77700,0.58700
CCL_AC000304,162241.2,070515,0.05420,0.50190,0.10200,0.80500,3.92000
CCL_AC000259,162241.4,070515,0.05380,0.43520,0.10700,0.78000,0.60500
CCL_AC000304,162241.4,070515,0.05500,0.50300,0.09910,0.80300,4.07300
CCL_AC000259,162241.4,070515,0.05660,0.49170,0.12860,0.79400,0.58500
CCL_AC000304,162241.4,070515,0.05740,0.54560,0.12310,0.81000,3.43300
CCL_AC000259,162241.4,070515,0.05620,0.47770,0.11680,0.79000,0.60700
CCL_AC000304,162241.4,070515,0.06160,0.58070,0.13350,0.80800,3.35100
CCL_AC000259,162241.6,070515,0.05260,0.41860,0.10550,0.77700,0.59800
CCL_AC000304,162241.6,070515,0.05870,0.58320,0.13700,0.81700,3.25800
CCL_AC000259,162241.6,070515,0.05070,0.37770,0.09470,0.76300,0.59900
CCL_AC000304,162241.6,070515,0.05450,0.53860,0.12030,0.81600,3.47800
CCL_AC000259,162241.8,070515,0.04870,0.36550,0.09090,0.76500,0.60200
CCL_AC000304,162241.8,070515,0.05160,0.50320,0.10880,0.81400,3.62400
CCL_AC000259,162241.8,070515,0.04910,0.37140,0.08460,0.76600,0.62900
CCL_AC000304,162241.8,070515,0.05150,0.47350,0.09530,0.80400,3.96900
CCL_AC000259,162242.0,070515,0.05290,0.40820,0.10480,0.77000,0.59100
CCL_AC000304,162242.0,070515,0.05200,0.47590,0.09760,0.80300,3.87500
CCL_AC000259,162242.2,070515,0.05170,0.44140,0.10910,0.79000,0.60400
CCL_AC000304,162242.2,070515,0.05390,0.47860,0.10120,0.79800,3.72700
CCL_AC000259,162242.2,070515,0.05420,0.45900,0.11320,0.78900,0.60400
CCL_AC000304,162242.2,070515,0.05380,0.49250,0.09660,0.80300,4.10000
CCL_AC000259,162242.4,070515,0.05840,0.51470,0.12620,0.79600,0.60600
CCL_AC000304,162242.4,070515,0.05800,0.53650,0.11960,0.80500,3.48600
CCL_AC000259,162242.4,070515,0.05900,0.51800,0.12770,0.79500,0.60500
CCL_AC000304,162242.4,070515,0.05980,0.57920,0.12500,0.81300,3.63300
CCL_AC000259,162242.6,070515,0.05740,0.52110,0.12790,0.80100,0.60600
CCL_AC000304,162242.6,070515,0.06040,0.60390,0.13280,0.81800,3.54800
CCL_AC000259,162242.6,070515,0.05870,0.52060,0.12580,0.79700,0.61100
CCL_AC000304,162242.6,070515,0.06040,0.60480,0.13610,0.81800,3.44200
CCL_AC000259,162242.8,070515,0.05750,0.52470,0.12770,0.80200,0.60800
CCL_AC000304,162242.8,070515,0.06010,0.60590,0.13330,0.82000,3.54500
CCL_AC000259,162242.8,070515,0.05490,0.49430,0.11700,0.80000,0.61700
CCL_AC000304,162242.8,070515,0.05610,0.56910,0.11690,0.82100,3.87000
CCL_AC000259,162243.0,070515,0.05200,0.45970,0.10920,0.79700,0.61600
CCL_AC000304,162243.0,070515,0.05590,0.53580,0.11930,0.81100,3.49000
CCL_AC000259,162243.0,070515,0.05290,0.43350,0.10930,0.78300,0.59700
CCL_AC000304,162243.0,070515,0.05380,0.50680,0.11030,0.80800,3.59400
CCL_AC000259,162243.2,070515,0.05250,0.39020,0.09720,0.76300,0.60100
CCL_AC000304,162243.2,070515,0.05500,0.49560,0.10750,0.80000,3.60900
CCL_AC000259,162243.2,070515,0.05320,0.37620,0.09190,0.75200,0.60700
CCL_AC000304,162243.2,070515,0.05510,0.49910,0.10120,0.80100,3.93000
CCL_AC000259,162243.4,070515,0.05260,0.38550,0.09420,0.76000,0.60700
CCL_AC000304,162243.4,070515,0.05380,0.49860,0.10300,0.80500,3.83900
CCL_AC000259,162243.4,070515,0.05360,0.42500,0.10870,0.77600,0.59300
CCL_AC000304,162243.4,070515,0.05610,0.50830,0.10450,0.80100,3.86300
CCL_AC000259,162243.6,070515,0.05460,0.45780,0.11820,0.78700,0.58900
CCL_AC000304,162243.6,070515,0.05540,0.51050,0.11190,0.80400,3.56400
CCL_AC000259,162243.6,070515,0.05420,0.47080,0.11310,0.79300,0.61300
CCL_AC000304,162243.6,070515,0.05460,0.51030,0.11150,0.80700,3.57600
CCL_AC000259,162243.8,070515,0.05440,0.47680,0.11640,0.79500,0.60700
CCL_AC000304,162243.8,070515,0.05420,0.52180,0.11230,0.81200,3.64400
CCL_AC000259,162243.8,070515,0.05340,0.44500,0.10580,0.78600,0.61600
CCL_AC000304,162243.8,070515,0.05540,0.53630,0.11000,0.81300,3.87500
CCL_AC000259,162244.0,070515,0.05340,0.41570,0.10210,0.77200,0.60500
CCL_AC000304,162244.0,070515,0.05430,0.51500,0.10760,0.80900,3.78600
CCL_AC000259,162244.0,070515,0.05230,0.38260,0.09840,0.76000,0.59100
CCL_AC000304,162244.0,070515,0.05260,0.50720,0.11100,0.81200,3.56700
CCL_AC000259,162244.2,070515,0.05220,0.37500,0.09140,0.75600,0.60800
CCL_AC000304,162244.2,070515,0.05160,0.49350,0.10130,0.81100,3.87100
CCL_AC000259,162244.2,070515,0.05070,0.37680,0.09000,0.76300,0.61500
CCL_AC000304,162244.2,070515,0.05080,0.48150,0.09730,0.80900,3.94900
CCL_AC000259,162244.4,070515,0.04940,0.37240,0.09000,0.76600,0.61100
CCL_AC000304,162244.4,070515,0.05150,0.49260,0.09980,0.81100,3.93800
CCL_AC000259,162244.4,070515,0.04930,0.36800,0.09600,0.76400,0.58600
CCL_AC000304,162244.4,070515,0.05190,0.49030,0.09910,0.80800,3.94800
CCL_AC000259,162244.6,070515,0.05040,0.37740,0.09140,0.76400,0.61000
CCL_AC000304,162244.6,070515,0.05290,0.49330,0.10380,0.80600,3.75400
CCL_AC000259,162244.6,070515,0.05210,0.39690,0.09840,0.76800,0.60300
CCL_AC000304,162244.6,070515,0.05490,0.51580,0.11200,0.80800,3.60500
CCL_AC000259,162244.8,070515,0.05350,0.40570,0.10180,0.76700,0.59900
CCL_AC000304,162244.8,070515,0.05560,0.53060,0.11060,0.81000,3.79900
CCL_AC000259,162244.8,070515,0.05410,0.40930,0.10560,0.76600,0.59000
CCL_AC000304,162244.8,070515,0.05320,0.51020,0.11080,0.81100,3.60500
CCL_AC000259,162245.0,070515,0.05300,0.40290,0.10640,0.76800,0.58200
CCL_AC000304,162245.0,070515,0.05130,0.50430,0.10430,0.81500,3.83400
CCL_AC000259,162245.0,070515,0.05160,0.39780,0.10060,0.77000,0.59600
CCL_AC000304,162245.0,070515,0.05220,0.51350,0.10400,0.81500,3.94000
CCL_AC000259,162245.2,070515,0.05030,0.39410,0.09840,0.77300,0.60000
CCL_AC000304,162245.2,070515,0.05320,0.51250,0.10610,0.81200,3.82900
CCL_AC000259,162245.2,070515,0.04810,0.38400,0.09150,0.77700,0.61500
CCL_AC000304,162245.2,070515,0.05360,0.50840,0.11070,0.80900,3.59100
CCL_AC000259,162245.4,070515,0.04740,0.37740,0.09220,0.77700,0.60700
CCL_AC000304,162245.4,070515,0.05510,0.52200,0.11470,0.80900,3.55200
CCL_AC000259,162245.4,070515,0.04950,0.38060,0.10080,0.77000,0.58100
CCL_AC000304,162245.4,070515,0.05580,0.52990,0.11510,0.80900,3.60200
CCL_AC000259,162245.6,070515,0.05210,0.39760,0.09690,0.76800,0.60800
CCL_AC000304,162245.6,070515,0.05600,0.51810,0.11130,0.80500,3.65700
CCL_AC000259,162245.6,070515,0.05250,0.39910,0.09760,0.76800,0.60700
CCL_AC000304,162245.6,070515,0.05540,0.51560,0.10610,0.80600,3.85900
CCL_AC000259,162245.8,070515,0.05230,0.39750,0.09920,0.76700,0.60100
CCL_AC000304,162245.8,070515,0.05510,0.50370,0.10460,0.80300,3.81600
CCL_AC000259,162245.8,070515,0.05130,0.39270,0.09660,0.76900,0.60500
CCL_AC000304,162245.8,070515,0.05370,0.50000,0.10180,0.80600,3.91100
CCL_AC000259,162246.0,070515,0.05270,0.39860,0.10310,0.76600,0.58900
CCL_AC000304,162246.0,070515,0.05390,0.50840,0.10780,0.80800,3.71600
CCL_AC000259,162246.0,070515,0.05440,0.42650,0.10560,0.77400,0.60300
CCL_AC000304,162246.0,070515,0.05550,0.51390,0.10560,0.80500,3.86500
CCL_AC000259,162246.2,070515,0.05730,0.48000,0.12450,0.78700,0.58800
CCL_AC000304,162246.2,070515,0.05500,0.51910,0.11860,0.80800,3.37600
CCL_AC000259,162246.2,070515,0.05820,0.51310,0.12800,0.79600,0.60100
CCL_AC000304,162246.2,070515,0.05800,0.53920,0.11860,0.80600,3.54600
CCL_AC000259,162246.4,070515,0.05730,0.50910,0.12430,0.79800,0.60700
CCL_AC000304,162246.4,070515,0.05920,0.56440,0.12580,0.81000,3.48800
CCL_AC000259,162246.4,070515,0.05690,0.50620,0.12630,0.79800,0.60100
CCL_AC000304,162246.4,070515,0.06180,0.59580,0.12810,0.81200,3.65000
CCL_AC000259,162246.6,070515,0.05490,0.49310,0.12200,0.80000,0.60300
CCL_AC000304,162246.6,070515,0.05840,0.57820,0.12480,0.81600,3.63200
CCL_AC000259,162246.6,070515,0.05440,0.48400,0.12290,0.79800,0.59500
CCL_AC000304,162246.6,070515,0.05840,0.55650,0.12540,0.81000,3.43900
CCL_AC000259,162246.8,070515,0.05360,0.44940,0.11340,0.78700,0.59700
CCL_AC000304,162246.8,070515,0.05760,0.55320,0.11900,0.81100,3.64700
CCL_AC000259,162246.8,070515,0.05300,0.43700,0.10680,0.78400,0.60700
CCL_AC000304,162246.8,070515,0.05670,0.53500,0.11910,0.80800,3.49300
CCL_AC000259,162247.0,070515,0.05540,0.44620,0.10770,0.77900,0.61100
CCL_AC000304,162247.0,070515,0.05570,0.52670,0.10260,0.80900,4.13400
CCL_AC000259,162247.0,070515,0.05770,0.48480,0.11770,0.78700,0.60900
CCL_AC000304,162247.0,070515,0.05620,0.53080,0.11820,0.80800,3.49100
CCL_AC000259,162247.2,070515,0.05680,0.48420,0.11420,0.79000,0.61800
CCL_AC000304,162247.2,070515,0.05710,0.52320,0.11690,0.80300,3.47400
CCL_AC000259,162247.2,070515,0.05620,0.48320,0.11850,0.79200,0.60600
CCL_AC000304,162247.2,070515,0.05740,0.51170,0.11600,0.79800,3.41200
CCL_AC000259,162247.4,070515,0.05760,0.50350,0.12400,0.79500,0.60500
CCL_AC000304,162247.4,070515,0.05590,0.51750,0.11170,0.80500,3.63300
CCL_AC000259,162247.4,070515,0.05740,0.50510,0.12450,0.79600,0.60500
CCL_AC000304,162247.4,070515,0.05480,0.51100,0.09960,0.80600,4.12800
CCL_AC000259,162247.6,070515,0.05550,0.49050,0.12000,0.79700,0.60700
CCL_AC000304,162247.6,070515,0.05440,0.51930,0.10190,0.81000,4.09700
CCL_AC000259,162247.6,070515,0.05660,0.49640,0.11450,0.79500,0.62500
CCL_AC000304,162247.6,070515,0.05620,0.54610,0.11640,0.81300,3.69200
CCL_AC000259,162247.8,070515,0.05370,0.46260,0.10840,0.79200,0.62000
CCL_AC000304,162247.8,070515,0.06120,0.57420,0.12700,0.80700,3.52000
CCL_AC000259,162247.8,070515,0.05420,0.44220,0.10840,0.78100,0.60600
CCL_AC000304,162247.8,070515,0.05830,0.56060,0.12010,0.81200,3.66900
CCL_AC000259,162248.0,070515,0.05280,0.42510,0.10390,0.77900,0.60700
CCL_AC000304,162248.0,070515,0.05500,0.52060,0.11030,0.80900,3.72200
CCL_AC000259,162248.0,070515,0.05230,0.41390,0.10430,0.77600,0.59700
CCL_AC000304,162248.0,070515,0.05280,0.49200,0.09840,0.80600,3.99800
CCL_AC000259,162248.2,070515,0.05250,0.40740,0.10060,0.77200,0.60400
CCL_AC000304,162248.2,070515,0.05300,0.49770,0.10400,0.80800,3.78800
CCL_AC000259,162248.4,070515,0.05120,0.40150,0.09620,0.77400,0.61300
CCL_AC000304,162248.4,070515,0.05430,0.50220,0.11570,0.80500,3.33900
CCL_AC000259,162248.4,070515,0.05210,0.39720,0.10100,0.76800,0.59400
CCL_AC000304,162248.4,070515,0.05520,0.51670,0.11320,0.80700,3.56400
CCL_AC000259,162248.4,070515,0.05150,0.39160,0.08670,0.76800,0.63800
CCL_AC000304,162248.4,070515,0.05960,0.54800,0.12310,0.80400,3.45200
CCL_AC000259,162248.6,070515,0.05050,0.39310,0.09240,0.77200,0.61900
CCL_AC000304,162248.6,070515,0.05860,0.56930,0.13000,0.81300,3.37800
CCL_AC000259,162248.6,070515,0.05120,0.40710,0.09690,0.77700,0.61500
CCL_AC000304,162248.6,070515,0.05870,0.57200,0.12490,0.81400,3.58000
CCL_AC000259,162248.8,070515,0.05090,0.41010,0.09840,0.77900,0.61300
CCL_AC000304,162248.8,070515,0.05510,0.54870,0.11430,0.81800,3.80000
CCL_AC000259,162248.8,070515,0.05470,0.44040,0.11130,0.77900,0.59600
CCL_AC000304,162248.8,070515,0.05530,0.52700,0.10930,0.81000,3.82100
CCL_AC000259,162249.0,070515,0.05600,0.47900,0.12040,0.79100,0.59800
CCL_AC000304,162249.0,070515,0.05660,0.53220,0.11930,0.80800,3.46000
CCL_AC000259,162249.0,070515,0.05450,0.47850,0.11730,0.79500,0.60600
CCL_AC000304,162249.0,070515,0.06010,0.54650,0.11870,0.80200,3.60500
CCL_AC000259,162249.2,070515,0.05510,0.46760,0.11330,0.78900,0.61000
CCL_AC000304,162249.2,070515,0.05850,0.56180,0.12090,0.81100,3.64700
CCL_AC000259,162249.2,070515,0.05650,0.47300,0.11850,0.78700,0.59900
CCL_AC000304,162249.2,070515,0.05940,0.56700,0.11630,0.81000,3.87500
CCL_AC000259,162249.4,070515,0.05640,0.46260,0.11880,0.78300,0.59100
CCL_AC000304,162249.4,070515,0.05660,0.54480,0.11770,0.81200,3.63100
CCL_AC000259,162249.4,070515,0.05550,0.44500,0.11010,0.77800,0.60300
CCL_AC000304,162249.4,070515,0.05500,0.52650,0.11300,0.81100,3.65900
CCL_AC000259,162249.6,070515,0.05260,0.42410,0.10150,0.77900,0.61400
CCL_AC000304,162249.6,070515,0.05360,0.50110,0.10200,0.80700,3.91200
CCL_AC000259,162249.6,070515,0.05300,0.41340,0.10400,0.77300,0.59800
CCL_AC000304,162249.6,070515,0.05480,0.51600,0.09790,0.80800,4.26900
CCL_AC000259,162249.8,070515,0.05330,0.41830,0.10390,0.77400,0.60200
CCL_AC000304,162249.8,070515,0.05740,0.52510,0.10910,0.80300,3.81200
CCL_AC000259,162249.8,070515,0.05360,0.43630,0.11150,0.78100,0.59300
CCL_AC000304,162249.8,070515,0.05950,0.53540,0.11120,0.80000,3.81600
CCL_AC000259,162250.0,070515,0.05370,0.44070,0.11240,0.78300,0.59300
CCL_AC000304,162250.0,070515,0.05890,0.54770,0.12150,0.80600,3.50900
CCL_AC000259,162250.0,070515,0.05370,0.43460,0.10870,0.78000,0.60000
CCL_AC000304,162250.0,070515,0.06030,0.56850,0.12730,0.80800,3.46600
CCL_AC000259,162250.2,070515,0.05240,0.40450,0.09770,0.77000,0.61100
CCL_AC000304,162250.2,070515,0.05650,0.56060,0.11740,0.81700,3.77700
CCL_AC000259,162250.2,070515,0.05360,0.41640,0.10770,0.77200,0.58900
CCL_AC000304,162250.2,070515,0.05570,0.54770,0.11090,0.81500,3.94100
CCL_AC000259,162250.4,070515,0.05340,0.42340,0.10340,0.77600,0.60800
CCL_AC000304,162250.4,070515,0.05480,0.52550,0.11490,0.81100,3.57400
CCL_AC000259,162250.4,070515,0.05440,0.44950,0.11480,0.78400,0.59300
CCL_AC000304,162250.4,070515,0.05520,0.50980,0.10230,0.80400,3.98400
CCL_AC000259,162250.6,070515,0.05520,0.46290,0.11450,0.78700,0.60300
CCL_AC000304,162250.6,070515,0.05440,0.49480,0.10150,0.80200,3.87400
CCL_AC000259,162250.6,070515,0.05450,0.45080,0.11430,0.78400,0.59500
CCL_AC000304,162250.6,070515,0.05160,0.48850,0.10530,0.80900,3.64000
CCL_AC000259,162250.8,070515,0.05240,0.40800,0.10550,0.77200,0.58900
CCL_AC000304,162250.8,070515,0.05200,0.49600,0.09990,0.81000,3.96700
CCL_AC000259,162250.8,070515,0.05490,0.42790,0.11000,0.77200,0.59100
CCL_AC000304,162250.8,070515,0.05300,0.50020,0.10420,0.80800,3.80000
CCL_AC000259,162251.0,070515,0.05720,0.48440,0.12280,0.78900,0.59600
CCL_AC000304,162251.0,070515,0.05370,0.51170,0.10230,0.81000,4.00000
CCL_AC000259,162251.0,070515,0.05750,0.49910,0.12030,0.79300,0.61200
CCL_AC000304,162251.0,070515,0.05460,0.51520,0.10500,0.80800,3.90500
CCL_AC000259,162251.2,070515,0.05310,0.46530,0.11310,0.79500,0.60900
CCL_AC000304,162251.2,070515,0.05600,0.53040,0.11260,0.80900,3.71100
CCL_AC000259,162251.4,070515,0.05040,0.43370,0.10760,0.79200,0.60200
CCL_AC000304,162251.4,070515,0.05730,0.54360,0.12180,0.80900,3.46200
CCL_AC000259,162251.4,070515,0.05190,0.40730,0.09820,0.77400,0.61200
CCL_AC000304,162251.4,070515,0.05650,0.53240,0.10890,0.80800,3.89000
CCL_AC000259,162251.6,070515,0.05070,0.38500,0.09460,0.76700,0.60600
CCL_AC000304,162251.6,070515,0.05500,0.51880,0.10770,0.80800,3.81700
CCL_AC000259,162251.6,070515,0.04940,0.36900,0.08510,0.76400,0.62500
CCL_AC000304,162251.6,070515,0.05410,0.49490,0.10560,0.80300,3.68900
CCL_AC000259,162251.6,070515,0.04800,0.37210,0.09410,0.77100,0.59600
CCL_AC000304,162251.6,070515,0.05310,0.49920,0.10410,0.80800,3.79400
CCL_AC000259,162251.8,070515,0.04920,0.40190,0.09010,0.78200,0.63400
CCL_AC000304,162251.8,070515,0.05270,0.50330,0.10410,0.81000,3.83300
CCL_AC000259,162251.8,070515,0.05450,0.44510,0.11870,0.78200,0.57900
CCL_AC000304,162251.8,070515,0.05350,0.50170,0.10540,0.80700,3.75800
CCL_AC000259,162252.0,070515,0.05660,0.48270,0.11860,0.79000,0.60600
CCL_AC000304,162252.0,070515,0.05350,0.51000,0.10630,0.81000,3.80000
CCL_AC000259,162252.2,070515,0.05430,0.46980,0.11500,0.79300,0.60700
CCL_AC000304,162252.2,070515,0.05570,0.53490,0.11020,0.81100,3.85300
CCL_AC000259,162252.2,070515,0.05490,0.47350,0.12150,0.79200,0.59200
CCL_AC000304,162252.2,070515,0.05680,0.55340,0.12260,0.81400,3.51600
CCL_AC000259,162252.4,070515,0.05290,0.43540,0.11700,0.78300,0.57700
CCL_AC000304,162252.4,070515,0.05490,0.53080,0.11510,0.81300,3.61300
CCL_AC000259,162252.4,070515,0.04970,0.39380,0.09900,0.77600,0.59800
CCL_AC000304,162252.4,070515,0.05280,0.51680,0.11460,0.81500,3.51000
CCL_AC000259,162252.4,070515,0.04800,0.37990,0.09170,0.77600,0.61100
CCL_AC000304,162252.4,070515,0.05210,0.51130,0.10970,0.81500,3.66000
CCL_AC000259,162252.6,070515,0.04830,0.37090,0.08920,0.76900,0.61200
CCL_AC000304,162252.6,070515,0.05290,0.50230,0.09730,0.80900,4.16400
CCL_AC000259,162252.6,070515,0.04930,0.37630,0.09620,0.76800,0.59300
CCL_AC000304,162252.6,070515,0.05210,0.51050,0.10120,0.81500,4.04600
CCL_AC000259,162252.8,070515,0.05150,0.38140,0.09950,0.76200,0.58600
CCL_AC000304,162252.8,070515,0.05490,0.51920,0.10620,0.80900,3.88700
CCL_AC000259,162253.0,070515,0.05010,0.38330,0.09240,0.76900,0.61100
CCL_AC000304,162253.0,070515,0.05430,0.51280,0.10740,0.80900,3.77400
CCL_AC000259,162253.0,070515,0.05000,0.38110,0.09220,0.76800,0.61000
CCL_AC000304,162253.0,070515,0.05360,0.51100,0.10870,0.81000,3.70300
CCL_AC000259,162253.2,070515,0.04820,0.37650,0.09070,0.77300,0.61200
CCL_AC000304,162253.2,070515,0.05170,0.50610,0.10170,0.81500,3.97400
CCL_AC000259,162253.2,070515,0.04840,0.37780,0.09340,0.77300,0.60300
CCL_AC000304,162253.2,070515,0.05190,0.50060,0.09900,0.81200,4.05600
CCL_AC000259,162253.4,070515,0.05130,0.39320,0.09990,0.76900,0.59500
CCL_AC000304,162253.4,070515,0.05140,0.50490,0.10550,0.81500,3.78600
CCL_AC000259,162253.4,070515,0.05390,0.41820,0.10310,0.77200,0.60400
CCL_AC000304,162253.4,070515,0.05210,0.49460,0.10230,0.80900,3.83400
CCL_AC000259,162253.6,070515,0.05530,0.44480,0.10340,0.77900,0.62300
CCL_AC000304,162253.6,070515,0.05210,0.48830,0.10320,0.80700,3.73300
CCL_AC000259,162253.6,070515,0.05570,0.44850,0.10730,0.77900,0.61400
CCL_AC000304,162253.6,070515,0.05230,0.48210,0.10340,0.80400,3.66500
CCL_AC000259,162253.8,070515,0.05620,0.46310,0.11060,0.78400,0.61400
CCL_AC000304,162253.8,070515,0.05310,0.49000,0.09870,0.80400,3.96200
CCL_AC000259,162253.8,070515,0.05520,0.45370,0.11160,0.78300,0.60500
CCL_AC000304,162253.8,070515,0.05370,0.50310,0.10330,0.80700,3.86900
CCL_AC000259,162254.0,070515,0.05330,0.43560,0.11050,0.78200,0.59500
CCL_AC000304,162254.0,070515,0.05390,0.50610,0.10110,0.80800,4.00500
CCL_AC000259,162254.0,070515,0.05430,0.45040,0.11070,0.78500,0.60600
CCL_AC000304,162254.0,070515,0.05430,0.52170,0.10960,0.81100,3.76100
CCL_AC000259,162254.0,070515,0.05590,0.47010,0.11600,0.78800,0.60400
CCL_AC000304,162254.0,070515,0.05530,0.52700,0.10740,0.81000,3.90500
CCL_AC000259,162254.2,070515,0.05590,0.47050,0.12330,0.78800,0.58500
CCL_AC000304,162254.2,070515,0.05540,0.53280,0.10680,0.81200,3.99100
CCL_AC000259,162254.2,070515,0.05400,0.44320,0.11220,0.78300,0.59600
CCL_AC000304,162254.2,070515,0.05300,0.51710,0.11140,0.81400,3.64300
CCL_AC000259,162254.4,070515,0.05200,0.40900,0.09750,0.77400,0.61500
CCL_AC000304,162254.4,070515,0.05200,0.50000,0.10420,0.81200,3.79800
CCL_AC000259,162254.6,070515,0.05140,0.38220,0.09720,0.76300,0.59500
CCL_AC000304,162254.6,070515,0.05240,0.48780,0.09970,0.80600,3.89200
CCL_AC000259,162254.6,070515,0.04880,0.36160,0.09100,0.76200,0.59800
CCL_AC000304,162254.6,070515,0.05230,0.48760,0.10020,0.80600,3.86400
CCL_AC000259,162254.8,070515,0.04790,0.35840,0.08190,0.76400,0.62800
CCL_AC000304,162254.8,070515,0.05380,0.49850,0.10170,0.80500,3.90400
CCL_AC000259,162254.8,070515,0.04800,0.37070,0.08940,0.77100,0.61100
CCL_AC000304,162254.8,070515,0.05380,0.51250,0.11110,0.81000,3.61300
CCL_AC000259,162255.0,070515,0.04870,0.38460,0.08720,0.77500,0.63000
CCL_AC000304,162255.0,070515,0.05490,0.53950,0.11810,0.81500,3.56700
CCL_AC000259,162255.0,070515,0.04830,0.37320,0.08380,0.77100,0.63300
CCL_AC000304,162255.0,070515,0.05540,0.53500,0.11270,0.81200,3.74900
CCL_AC000259,162255.2,070515,0.05120,0.37500,0.09110,0.76000,0.60900
CCL_AC000304,162255.2,070515,0.05430,0.52920,0.11350,0.81400,3.66100
CCL_AC000259,162255.2,070515,0.05180,0.37050,0.08650,0.75500,0.62200
CCL_AC000304,162255.2,070515,0.05460,0.52040,0.10490,0.81000,3.96300
CCL_AC000259,162255.4,070515,0.05200,0.36940,0.08930,0.75300,0.61100
CCL_AC000304,162255.4,070515,0.05450,0.50680,0.10690,0.80600,3.74000
CCL_AC000259,162255.4,070515,0.05100,0.37240,0.09620,0.75900,0.58900
CCL_AC000304,162255.4,070515,0.05290,0.49470,0.10330,0.80700,3.78900
CCL_AC000259,162255.6,070515,0.04940,0.37450,0.09100,0.76700,0.60900
CCL_AC000304,162255.6,070515,0.05390,0.49710,0.09540,0.80400,4.20900
CCL_AC000259,162255.6,070515,0.04820,0.38140,0.08560,0.77500,0.63400
CCL_AC000304,162255.6,070515,0.05240,0.49670,0.10540,0.80900,3.71100
CCL_AC000259,162255.6,070515,0.04910,0.38360,0.09620,0.77300,0.59900
CCL_AC000304,162255.6,070515,0.05270,0.50640,0.10480,0.81100,3.83400
CCL_AC000259,162255.8,070515,0.04940,0.38060,0.08700,0.77000,0.62800
CCL_AC000304,162255.8,070515,0.05280,0.51380,0.11850,0.81400,3.33500
CCL_AC000259,162255.8,070515,0.04990,0.37880,0.09250,0.76700,0.60700
CCL_AC000304,162255.8,070515,0.05430,0.52170,0.12060,0.81100,3.32500
